,SchulNr,Unnamed: 1,Name,Unnamed: 3,Schulart,Unnamed: 5,Bezirk,Unnamed: 7,Ortsteil,Unnamed: 9,Unnamed: 10,url
860,03P23,,Freie Naturschule im StadtGUT (Grundschule),,Grundschule,,Pankow,,Blankenfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21607
861,06Y13,,Gymnasium Steglitz,,Gymnasium,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21363
862,03G35,,Platanengrundschule,,Grundschule,,Pankow,,Blankenfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22043
863,07E17,,GFS Akademie für Aus- und Weiterbildung,,Sonstige Ergänzungsschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21641
864,07P17,,Humanistische Fachschule für Sozialpädagogik,,Fachschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22593
865,04G15,,Charles-Dickens-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22133
866,06P10,,Private Kant-Schule (Grundschule),,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21376
867,08P08,,Cenfila gGmbH,,Kombinierte berufliche Schule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21997
868,06G34,,34. Schule (Grundschule),,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22635
869,05B01,,"OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement)",,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21766
870,05B01,,"OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement)",,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21767
871,05B01,,"OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement)",,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21768
872,05B01,,"OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement)",,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21769
873,05B01,,"OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement)",,Oberstufenzentrum,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21770
874,12G21,,Grundschule am Fließtal,,Grundschule,,Reinickendorf,,Hermsdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22107
875,12G20,,Grundschule am Vierrutenberg,,Grundschule,,Reinickendorf,,Lübars,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22100
876,04E32,,Berlin British School - Internationale Ergänzungsschule,,Sonstige Ergänzungsschule,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22259
877,04P39,,Berlin British School (Grundschule),,Grundschule,,Charlottenburg-Wilmersdorf,,Westend,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22590
878,11G33,,33. Schule (Grundschule),,Grundschule,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22633
879,11S06,,Selma-Lagerlöf-Schule,,Übrige Förderschwerpunkte,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22040
880,06G17,,Grundschule am Insulaner,,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21351
881,06B04,,Wilhelm-Ostwald-Schule (OSZ Gestaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21440
882,06B04,,Wilhelm-Ostwald-Schule (OSZ Gestaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21441
883,06B04,,Wilhelm-Ostwald-Schule (OSZ Gestaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21442
884,06B04,,Wilhelm-Ostwald-Schule (OSZ Gestaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21443
885,06B04,,Wilhelm-Ostwald-Schule (OSZ Gestaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21444
886,11S05,,Schule am grünen Grund,,Übrige Förderschwerpunkte,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22037
887,11S05,,Schule am grünen Grund,,Übrige Förderschwerpunkte,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22038
888,11S05,,Schule am grünen Grund,,Übrige Förderschwerpunkte,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22039
889,06A07,,7. Schulpraktisches Seminar Steglitz-Zehlendorf,,Schulpraktisches Seminar,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22214
890,06A06,,6. Schulpraktisches Seminar Steglitz-Zehlendorf,,Schulpraktisches Seminar,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22423
891,06A04,,4. Schulpraktisches Seminar Steglitz-Zehlendorf,,Schulpraktisches Seminar,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21523
892,06P06,,Königin-Luise-Stiftung,,Kombinierte allgemein bildende Schule,,Steglitz-Zehlendorf,,Dahlem,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21318
893,06P06,,Königin-Luise-Stiftung,,Kombinierte allgemein bildende Schule,,Steglitz-Zehlendorf,,Dahlem,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21319
894,06P06,,Königin-Luise-Stiftung,,Kombinierte allgemein bildende Schule,,Steglitz-Zehlendorf,,Dahlem,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21320
895,11K11,,Paul-Schmidt-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Lichtenberg,,Alt-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22492
896,06K10,,Helene-Lange-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22499
897,08G23,,Zürich-Schule (Grundschule),,Grundschule,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21869
898,06Y08,,Hermann-Ehlers-Gymnasium,,Gymnasium,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21531
899,11G08,,Robinson-Schule (Grundschule),,Grundschule,,Lichtenberg,,Rummelsburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21825
900,08P13,,b-trend-setting gUG (haftungsbeschränkt) media & more,,Berufsschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22558
901,11G10,,Schule im Ostseekarree (Grundschule),,Grundschule,,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22332
902,06E05,,Berlitz Sprachschule Berlin Steglitz,,Sprachenschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22090
903,05G28,,Grundschule an der Pulvermühle,,Grundschule,,Spandau,,Haselhorst,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21935
904,06S05,,J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex,,Förderschwerp. einschl. beruflichem Teil,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21367
905,06S05,,J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex,,Förderschwerp. einschl. beruflichem Teil,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21368
906,06S05,,J.-A.-Zeune-Schule für Blinde und Berufsfachschule Dr. Silex,,Förderschwerp. einschl. beruflichem Teil,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21369
907,12G22,,Gustav-Dreyer-Grundschule,,Grundschule,,Reinickendorf,,Hermsdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22272
908,09K07,,Sophie-Brahe-Gemeinschaftsschule,,Gemeinschaftsschule,,Treptow-Köpenick,,Plänterwald,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21465
909,08P15,,IB-Berlin-Brandenburg gGmbH - Medizinische Akademie Berlin,,Kombinierte berufliche Schule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22345
910,08P15,,IB-Berlin-Brandenburg gGmbH - Medizinische Akademie Berlin,,Kombinierte berufliche Schule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22346
911,06G32,,Grundschule am Stadtpark Steglitz,,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22528
912,06P12,,Evangelische Schule Steglitz (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21377
913,06G16,,Rothenburg-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21350
914,06Y09,,Fichtenberg-Oberschule,,Gymnasium,,Steglitz-Zehlendorf,,Steglitz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22314
915,08G20,,Sonnen-Schule (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22419
916,07Y05,,Luise-Henriette-Gymnasium,,Gymnasium,,Tempelhof-Schöneberg,,Mariendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21386
917,08G24,,Schule am Teltowkanal (Grundschule),,Grundschule,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21870
918,07K07,,Johanna-Eck-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21383
919,11G23,,Friedrichsfelder Schule (Grundschule),,Grundschule,,Lichtenberg,,Friedrichsfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22044
920,07G25,,Mascha-Kaléko-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Mariendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21530
921,12K09,,Carl-Benz-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Reinickendorf,,Hermsdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22251
922,12Y05,,Georg-Herwegh-Gymnasium,,Gymnasium,,Reinickendorf,,Hermsdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22159
923,11B01,,Hein-Moeller-Schule (OSZ Energietechnik II),,Oberstufenzentrum,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22166
924,11B01,,Hein-Moeller-Schule (OSZ Energietechnik II),,Oberstufenzentrum,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22167
925,11B01,,Hein-Moeller-Schule (OSZ Energietechnik II),,Oberstufenzentrum,,Lichtenberg,,Lichtenberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22168
926,07G23,,Schätzelberg-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Mariendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22359
927,11G35,,35. Schule (Grundschule),,Grundschule,,Lichtenberg,,Friedrichsfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22652
928,07P13,,Deutsch Skandinavische Gemeinschaftsschule,,Gemeinschaftsschule,,Tempelhof-Schöneberg,,Mariendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22504
929,11G25,,Schule am Wäldchen (Grundschule),,Grundschule,,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22333
930,08K12,,Kepler-Schule,,Integrierte Sekundarschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22429
931,11K07,,Vincent-van-Gogh-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22153
932,07Y07,,Eckener-Gymnasium,,Gymnasium,,Tempelhof-Schöneberg,,Mariendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22221
933,06K09,,Gail-S.-Halvorsen-Integrierte Sekundarschule,,Integrierte Sekundarschule,,Steglitz-Zehlendorf,,Dahlem,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21280
934,08K03,,Otto-Hahn-Schule,,Integrierte Sekundarschule,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21402
935,11G22,,Martin-Niemöller-Grundschule,,Grundschule,,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21899
936,12P06,,Elisabethstift-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Reinickendorf,,Hermsdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21391
937,08G19,,Herman-Nohl-Schule (Grundschule),,Grundschule,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21354
938,06G31,,Grundschule an der Bäke,,Grundschule,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22352
939,11S08,,Schule Am Breiten Luch,,"Förderschwerp. ""Lernen""",,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22146
940,11S08,,Schule Am Breiten Luch,,"Förderschwerp. ""Lernen""",,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22147
941,11S08,,Schule Am Breiten Luch,,"Förderschwerp. ""Lernen""",,Lichtenberg,,Neu-Hohenschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22148
942,06G04,,Erich-Kästner-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Dahlem,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22372
943,06Y03,,Arndt-Gymnasium Dahlem,,Gymnasium,,Steglitz-Zehlendorf,,Dahlem,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21283
944,08B04,,OSZ Informations- und Medizintechnik,,Oberstufenzentrum,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21445
945,08B04,,OSZ Informations- und Medizintechnik,,Oberstufenzentrum,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21446
946,08B04,,OSZ Informations- und Medizintechnik,,Oberstufenzentrum,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21447
947,08B04,,OSZ Informations- und Medizintechnik,,Oberstufenzentrum,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21448
948,08B04,,OSZ Informations- und Medizintechnik,,Oberstufenzentrum,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21449
949,08B04,,OSZ Informations- und Medizintechnik,,Oberstufenzentrum,,Neukölln,,Britz,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21450
950,11P03,,Evangelische Schule Lichtenberg (Grundschule),,Grundschule,,Lichtenberg,,Friedrichsfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21690
951,12G18,,Grundschule am Tegelschen Ort,,Grundschule,,Reinickendorf,,Tegel,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21895
952,11G31,,Schmetterlings-Grundschule,,Grundschule,,Lichtenberg,,Friedrichsfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22571
953,08G35,,Schule in der Köllnischen Heide (Grundschule),,Grundschule,,Neukölln,,Neukölln,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22422
954,10P19,,DRK - Schule für soziale Berufe Berlin gGmbH,,Kombinierte berufliche Schule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22639
955,10P19,,DRK - Schule für soziale Berufe Berlin gGmbH,,Kombinierte berufliche Schule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22640
956,11K01,,Alexander-Puschkin-Schule,,Integrierte Sekundarschule,,Lichtenberg,,Friedrichsfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22193
